        Nckt,       Ntube,        Nmod,      tRi(C),      tRo(C),    pRi(kPa),    pRo(kPa),  hRi(kJ/kg),  hRo(kJ/kg),         xRi,         xRo,      tAi(C),      tAo(C),        rhAi,        rhAo,  hci(W/m2K),          EF,  hco(W/m2K),   mu(uPa-s),     k(W/mK),  cp(kJ/kgK),  rho(kg/m3),       ReVap,       ReLiq,     Qmod(W),  MassLiq(g),  MassVap(g),  MassTot(g),  mdot(kg/h),
  8,  1,  7,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696, 10034.034,     6.503,    66.923,    14.304,     0.013,     0.809,    39.767, 71649.656,   465.549,     0.000,     0.000,     0.274,     0.274,    17.170,
  8,  1,  8,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696, 12968.694,     6.503,    66.923,    14.304,     0.013,     0.809,    39.767, 66738.031,   982.289,     0.000,     0.000,     0.274,     0.274,    17.170,
  8,  1,  9,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696, 13091.804,     6.503,    66.923,    14.304,     0.013,     0.809,    39.767, 61786.793,  1490.504,     0.000,     0.000,     0.274,     0.274,    17.170,
  8,  1, 10,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696, 12846.403,     6.503,    66.923,    14.304,     0.013,     0.809,    39.767, 56842.938,  1996.038,     0.000,     0.000,     0.325,     0.325,    17.170,
  8,  2,  1,    43.097,    43.083,  1653.048,  1652.503,   367.417,   357.111,     0.697,     0.634,    21.833,    32.778,     0.696,     0.367, 12401.762,     6.503,    66.923,     0.000,     0.000,     0.000,   104.588, 51910.652,  2499.727,    55.386,     1.114,     0.342,     1.456,    17.170,
  8,  2,  2,    43.083,    43.071,  1652.503,  1652.008,   357.111,   346.839,     0.634,     0.571,    21.833,    32.741,     0.696,     0.368, 11823.115,     6.503,    66.923,     0.000,     0.000,     0.000,   114.418, 46992.613,  3001.630,    55.199,     1.232,     0.334,     1.566,    17.170,
  8,  2,  3,    43.071,    43.059,  1652.008,  1651.564,   346.839,   336.610,     0.571,     0.509,    21.833,    32.696,     0.696,     0.369, 11141.748,     6.503,    66.923,     0.000,     0.000,     0.000,   126.255, 42092.691,  3501.469,    54.970,     1.359,     0.326,     1.684,    17.170,
  8,  2,  4,    43.059,    43.049,  1651.564,  1651.174,   336.610,   326.433,     0.509,     0.446,    21.833,    32.640,     0.696,     0.370, 10373.654,     6.503,    66.923,     0.000,     0.000,     0.000,   140.771, 37214.773,  3998.906,    54.690,     1.499,     0.317,     1.815,    17.170,
  8,  2,  5,    43.049,    43.041,  1651.174,  1650.837,   326.433,   316.319,     0.446,     0.384,    21.833,    32.572,     0.696,     0.371,  9528.042,     6.503,    66.923,     0.000,     0.000,     0.000,   158.969, 32371.412,  4492.706,    54.346,     1.657,     0.306,     1.964,    17.170,
  8,  2,  6,    43.041,    43.034,  1650.837,  1650.552,   316.319,   306.288,     0.384,     0.323,    21.833,    32.486,     0.696,     0.373,  8605.166,     6.503,    66.923,     0.000,     0.000,     0.000,   182.419, 27556.357,  4983.538,    53.910,     1.841,     0.295,     2.135,    17.170,
  8,  2,  7,    43.034,    43.028,  1650.552,  1650.317,   306.288,   296.362,     0.323,     0.262,    21.833,    32.373,     0.696,     0.375,  7604.238,     6.503,    66.923,     0.000,     0.000,     0.000,   213.704, 22785.660,  5469.795,    53.338,     2.059,     0.281,     2.340,    17.170,
  8,  2,  8,    43.028,    43.023,  1650.317,  1650.126,   296.362,   286.583,     0.262,     0.202,    21.833,    32.217,     0.696,     0.379,  6519.073,     6.503,    66.923,     0.000,     0.000,     0.000,   257.384, 18075.031,  5949.911,    52.549,     2.328,     0.263,     2.591,    17.170,
  8,  2,  9,    43.023,    43.019,  1650.126,  1649.976,   286.583,   277.022,     0.202,     0.143,    21.833,    31.986,     0.696,     0.384,  5337.933,     6.503,    66.923,     0.000,     0.000,     0.000,   322.220, 13451.219,  6421.167,    51.379,     2.673,     0.241,     2.914,    17.170,
  8,  2, 10,    43.019,    43.015,  1649.976,  1649.829,   277.022,   267.823,     0.143,     0.087,    21.833,    31.602,     0.696,     0.392,  4041.128,     6.503,    66.923,     0.000,     0.000,     0.000,   426.960,  8966.502,  6878.230,    49.435,     3.718,     0.250,     3.968,    17.170,
  8,  3,  1,    43.015,    43.013,  1649.829,  1649.734,   267.823,   258.887,     0.087,     0.032,    21.833,    31.323,     0.696,     0.398,  3401.821,     6.503,    66.923,     0.000,     0.000,     0.000,   626.708,  4628.810,  7320.301,    48.023,     3.837,     0.166,     4.003,    17.170,
  8,  3,  2,    43.013,    41.504,  1649.734,  1649.677,   258.887,   251.637,     0.032,     0.000,    21.833,    29.532,     0.696,     0.441,   466.799,     1.000,    66.923,    68.545,     0.038,     0.674,   941.625,     0.000,  7953.661,    38.960,   -69.096,     4.794,   -64.301,    17.170,
  8,  3,  3,    41.504,    38.816,  1649.677,  1649.617,   251.637,   248.042,     0.000,     0.000,    21.833,    25.650,     0.696,     0.553,   466.796,     1.000,    66.923,   139.505,     0.077,     1.338,  1128.699,     0.000,  7953.517,    19.315,     6.425,     0.000,     6.425,    17.170,
  8,  3,  4,    38.816,    36.465,  1649.617,  1649.558,   248.042,   244.939,     0.000,     0.000,    21.833,    25.128,     0.696,     0.571,   466.794,     1.000,    66.923,   144.051,     0.078,     1.319,  1140.394,     0.000,  7953.371,    16.675,     6.425,     0.000,     6.425,    17.170,
  8,  3,  5,    36.465,    34.416,  1649.558,  1649.498,   244.939,   242.266,     0.000,     0.000,    21.833,    24.672,     0.696,     0.587,   466.791,     1.000,    66.923,   148.053,     0.079,     1.305,  1150.318,     0.000,  7953.225,    14.367,     6.425,     0.000,     6.425,    17.170,
  8,  3,  6,    34.416,    32.638,  1649.498,  1649.438,   242.266,   239.967,     0.000,     0.000,    21.833,    24.275,     0.696,     0.601,   466.789,     1.000,    66.923,   151.566,     0.080,     1.293,  1158.740,     0.000,  7953.078,    12.355,     6.425,     0.000,     6.425,    17.170,
  8,  3,  7,    32.638,    31.099,  1649.438,  1649.379,   239.967,   237.993,     0.000,     0.000,    21.833,    23.930,     0.696,     0.613,   466.786,     1.000,    66.923,   154.637,     0.081,     1.284,  1165.896,     0.000,  7952.931,    10.609,     6.425,     0.000,     6.425,    17.170,
  8,  3,  8,    31.099,    29.773,  1649.379,  1649.319,   237.993,   236.300,     0.000,     0.000,    21.833,    23.631,     0.696,     0.624,   466.784,     1.000,    66.923,   157.309,     0.082,     1.276,  1171.986,     0.000,  7952.784,     9.098,     6.425,     0.000,     6.425,    17.170,
  8,  3,  9,    29.773,    28.629,  1649.319,  1649.259,   236.300,   234.849,     0.000,     0.000,    21.833,    23.374,     0.696,     0.634,   466.781,     1.000,    66.923,   159.631,     0.082,     1.269,  1177.167,     0.000,  7952.637,     7.796,     6.425,     0.000,     6.425,    17.170,
  8,  3, 10,    28.629,    27.648,  1649.259,  1649.193,   234.849,   233.607,     0.000,     0.000,    21.833,    23.152,     0.696,     0.643,   466.779,     1.000,    66.923,   161.644,     0.083,     1.264,  1181.575,     0.000,  7952.482,     6.673,     7.609,     0.000,     7.609,    17.170,
  8,  4,  1,    27.648,    26.803,  1649.193,  1649.133,   233.607,   232.545,     0.000,     0.000,    21.833,    22.961,     0.696,     0.650,   466.776,     1.000,    66.923,   163.384,     0.083,     1.259,  1185.327,     0.000,  7952.329,     5.709,     6.425,     0.000,     6.425,    17.170,
  8,  4,  2,    26.803,    26.081,  1649.133,  1649.073,   232.545,   231.637,     0.000,     0.000,    21.833,    22.798,     0.696,     0.657,   466.774,     1.000,    66.923,   164.882,     0.083,     1.256,  1188.524,     0.000,  7952.180,     4.880,     6.425,     0.000,     6.425,    17.170,
  8,  4,  3,    26.081,    25.460,  1649.073,  1649.013,   231.637,   230.861,     0.000,     0.000,    21.833,    22.657,     0.696,     0.662,   466.771,     1.000,    66.923,   166.173,     0.084,     1.252,  1191.245,     0.000,  7952.032,     4.171,     6.425,     0.000,     6.425,    17.170,
  8,  4,  4,    25.460,    24.930,  1649.013,  1648.953,   230.861,   230.198,     0.000,     0.000,    21.833,    22.537,     0.696,     0.667,   466.769,     1.000,    66.923,   167.288,     0.084,     1.250,  1193.556,     0.000,  7951.884,     3.561,     6.426,     0.000,     6.426,    17.170,
  8,  4,  5,    24.930,    24.477,  1648.953,  1648.893,   230.198,   229.632,     0.000,     0.000,    21.833,    22.434,     0.696,     0.671,   466.766,     1.000,    66.923,   168.242,     0.084,     1.247,  1195.528,     0.000,  7951.736,     3.040,     6.426,     0.000,     6.426,    17.170,
  8,  4,  6,    24.477,    24.090,  1648.893,  1648.832,   229.632,   229.149,     0.000,     0.000,    21.833,    22.346,     0.696,     0.675,   466.764,     1.000,    66.923,   169.055,     0.084,     1.246,  1197.211,     0.000,  7951.588,     2.596,     6.426,     0.000,     6.426,    17.170,
  8,  4,  7,    24.090,    23.758,  1648.832,  1648.772,   229.149,   228.737,     0.000,     0.000,    21.833,    22.271,     0.696,     0.678,   466.761,     1.000,    66.923,   169.755,     0.085,     1.244,  1198.644,     0.000,  7951.440,     2.216,     6.426,     0.000,     6.426,    17.170,
  8,  4,  8,    23.758,    23.475,  1648.772,  1648.712,   228.737,   228.385,     0.000,     0.000,    21.833,    22.207,     0.696,     0.681,   466.759,     1.000,    66.923,   170.359,     0.085,     1.243,  1199.860,     0.000,  7951.292,     1.890,     6.426,     0.000,     6.426,    17.170,
  8,  4,  9,    23.475,    23.233,  1648.712,  1648.651,   228.385,   228.085,     0.000,     0.000,    21.833,    22.152,     0.696,     0.683,   466.756,     1.000,    66.923,   170.875,     0.085,     1.241,  1200.896,     0.000,  7951.143,     1.612,     6.426,     0.000,     6.426,    17.170,
  8,  4, 10,    23.233,    23.027,  1648.651,  1648.586,   228.085,   227.829,     0.000,     0.000,    21.833,    22.105,     0.696,     0.685,   466.754,     1.000,    66.923,   171.315,     0.085,     1.241,  1201.780,     0.000,  7950.989,     1.374,     7.610,     0.000,     7.610,    17.170,
  8,  5,  1,    23.027,    22.851,  1648.586,  1648.526,   227.829,   227.611,     0.000,     0.000,    21.833,    22.065,     0.696,     0.687,   466.751,     1.000,    66.923,   171.691,     0.085,     1.240,  1202.533,     0.000,  7950.834,     1.172,     6.426,     0.000,     6.426,    17.170,
  8,  5,  2,    22.851,    22.701,  1648.526,  1648.465,   227.611,   227.426,     0.000,     0.000,    21.833,    22.031,     0.696,     0.688,   466.749,     1.000,    66.923,   172.011,     0.085,     1.239,  1203.175,     0.000,  7950.686,     0.999,     6.426,     0.000,     6.426,    17.170,
  8,  5,  3,    22.701,    22.573,  1648.465,  1648.405,   227.426,   227.267,     0.000,     0.000,    21.833,    22.002,     0.696,     0.689,   466.746,     1.000,    66.923,   172.284,     0.085,     1.238,  1203.723,     0.000,  7950.538,     0.852,     6.426,     0.000,     6.426,    17.170,
  8,  5,  4,    22.573,    22.464,  1648.405,  1648.344,   227.267,   227.132,     0.000,     0.000,    21.833,    21.977,     0.696,     0.690,   466.744,     1.000,    66.923,   172.516,     0.085,     1.238,  1204.190,     0.000,  7950.389,     0.726,     6.426,     0.000,     6.426,    17.170,
  8,  5,  5,    22.464,    22.371,  1648.344,  1648.284,   227.132,   227.017,     0.000,     0.000,    21.833,    21.956,     0.696,     0.691,   466.741,     1.000,    66.923,   172.715,     0.085,     1.237,  1204.588,     0.000,  7950.240,     0.619,     6.426,     0.000,     6.426,    17.170,
  8,  5,  6,    22.371,    22.292,  1648.284,  1648.224,   227.017,   226.918,     0.000,     0.000,    21.833,    21.938,     0.696,     0.692,   466.739,     1.000,    66.923,   172.884,     0.085,     1.237,  1204.927,     0.000,  7950.092,     0.528,     6.426,     0.000,     6.426,    17.170,
  8,  5,  7,    22.292,    22.224,  1648.224,  1648.163,   226.918,   226.835,     0.000,     0.000,    21.833,    21.922,     0.696,     0.693,   466.736,     1.000,    66.923,   173.028,     0.085,     1.237,  1205.216,     0.000,  7949.943,     0.450,     6.426,     0.000,     6.426,    17.170,
  8,  5,  8,    22.224,    22.167,  1648.163,  1648.103,   226.835,   226.763,     0.000,     0.000,    21.833,    21.909,     0.696,     0.693,   466.734,     1.000,    66.923,   173.151,     0.085,     1.236,  1205.463,     0.000,  7949.795,     0.384,     6.426,     0.000,     6.426,    17.170,
  8,  5,  9,    22.167,    22.118,  1648.103,  1648.042,   226.763,   226.702,     0.000,     0.000,    21.833,    21.898,     0.696,     0.694,   466.731,     1.000,    66.923,   173.256,     0.085,     1.236,  1205.673,     0.000,  7949.647,     0.327,     6.426,     0.000,     6.426,    17.170,
  8,  5, 10,    22.118,    22.076,  1648.042,  1647.977,   226.702,   226.650,     0.000,     0.000,    21.833,    21.888,     0.696,     0.694,   466.728,     1.000,    66.923,   173.345,     0.085,     1.236,  1205.852,     0.000,  7949.491,     0.279,     7.610,     0.000,     7.610,    17.170,
  8,  6,  1,    22.076,    22.040,  1647.977,  1647.916,   226.650,   226.606,     0.000,     0.000,    21.833,    21.880,     0.696,     0.694,   466.726,     1.000,    66.923,   173.421,     0.086,     1.236,  1206.005,     0.000,  7949.336,     0.238,     6.426,     0.000,     6.426,    17.170,
  8,  6,  2,    22.040,    22.010,  1647.916,  1647.856,   226.606,   226.568,     0.000,     0.000,    21.833,    21.873,     0.696,     0.695,   466.723,     1.000,    66.923,   173.486,     0.086,     1.236,  1206.135,     0.000,  7949.188,     0.203,     6.426,     0.000,     6.426,    17.170,
  8,  6,  3,    22.010,    21.983,  1647.856,  1647.795,   226.568,   226.536,     0.000,     0.000,    21.833,    21.868,     0.696,     0.695,   466.721,     1.000,    66.923,   173.541,     0.086,     1.236,  1206.245,     0.000,  7949.040,     0.173,     6.426,     0.000,     6.426,    17.170,
  8,  6,  4,    21.983,    21.961,  1647.795,  1647.735,   226.536,   226.509,     0.000,     0.000,    21.833,    21.862,     0.696,     0.695,   466.718,     1.000,    66.923,   173.589,     0.086,     1.236,  1206.339,     0.000,  7948.892,     0.147,     6.426,     0.000,     6.426,    17.170,
  8,  6,  5,    21.961,    21.942,  1647.735,  1647.675,   226.509,   226.485,     0.000,     0.000,    21.833,    21.858,     0.696,     0.695,   466.716,     1.000,    66.923,   173.630,     0.086,     1.235,  1206.419,     0.000,  7948.742,     0.126,     6.426,     0.000,     6.426,    17.170,
  8,  6,  6,    21.942,    21.926,  1647.675,  1647.614,   226.485,   226.465,     0.000,     0.000,    21.833,    21.854,     0.696,     0.695,   466.713,     1.000,    66.923,   173.665,     0.086,     1.235,  1206.487,     0.000,  7948.594,     0.107,     6.426,     0.000,     6.426,    17.170,
  8,  6,  7,    21.926,    21.912,  1647.614,  1647.554,   226.465,   226.448,     0.000,     0.000,    21.833,    21.851,     0.696,     0.696,   466.711,     1.000,    66.923,   173.695,     0.086,     1.235,  1206.545,     0.000,  7948.446,     0.091,     6.426,     0.000,     6.426,    17.170,
  8,  6,  8,    21.912,    21.901,  1647.554,  1647.493,   226.448,   226.434,     0.000,     0.000,    21.833,    21.849,     0.696,     0.696,   466.708,     1.000,    66.923,   173.720,     0.086,     1.235,  1206.594,     0.000,  7948.297,     0.078,     6.426,     0.000,     6.426,    17.170,
  8,  6,  9,    21.901,    21.891,  1647.493,  1647.433,   226.434,   226.422,     0.000,     0.000,    21.833,    21.846,     0.696,     0.696,   466.706,     1.000,    66.923,   173.742,     0.086,     1.235,  1206.635,     0.000,  7948.148,     0.066,     6.427,     0.000,     6.427,    17.170,
  8,  6, 10,    21.891,    21.882,  1647.433,  1647.367,   226.422,   226.411,     0.000,     0.000,    21.833,    21.844,     0.696,     0.696,   466.703,     1.000,    66.923,   173.760,     0.086,     1.235,  1206.671,     0.000,  7947.994,     0.056,     7.611,     0.000,     7.611,    17.170,
  8,  7,  1,    21.882,    21.875,  1647.367,  1647.307,   226.411,   226.402,     0.000,     0.000,    21.833,    21.843,     0.696,     0.696,   466.701,     1.000,    66.923,   173.775,     0.086,     1.235,  1206.701,     0.000,  7947.839,     0.048,     6.427,     0.000,     6.427,    17.170,
  8,  7,  2,    21.875,    21.869,  1647.307,  1647.246,   226.402,   226.395,     0.000,     0.000,    21.833,    21.841,     0.696,     0.696,   466.698,     1.000,    66.923,   173.788,     0.086,     1.235,  1206.727,     0.000,  7947.691,     0.041,     6.427,     0.000,     6.427,    17.170,
  8,  7,  3,    21.869,    21.863,  1647.246,  1647.186,   226.395,   226.388,     0.000,     0.000,    21.833,    21.840,     0.696,     0.696,   466.696,     1.000,    66.923,   173.800,     0.086,     1.235,  1206.749,     0.000,  7947.542,     0.035,     6.427,     0.000,     6.427,    17.170,
  8,  7,  4,    21.863,    21.859,  1647.186,  1647.125,   226.388,   226.383,     0.000,     0.000,    21.833,    21.839,     0.696,     0.696,   466.693,     1.000,    66.923,   173.809,     0.086,     1.235,  1206.767,     0.000,  7947.394,     0.030,     6.427,     0.000,     6.427,    17.170,
  8,  7,  5,    21.859,    21.855,  1647.125,  1647.065,   226.383,   226.378,     0.000,     0.000,    21.833,    21.838,     0.696,     0.696,   466.691,     1.000,    66.923,   173.817,     0.086,     1.235,  1206.783,     0.000,  7947.246,     0.025,     6.427,     0.000,     6.427,    17.170,
  8,  7,  6,    21.855,    21.852,  1647.065,  1647.005,   226.378,   226.374,     0.000,     0.000,    21.833,    21.838,     0.696,     0.696,   466.688,     1.000,    66.923,   173.824,     0.086,     1.235,  1206.796,     0.000,  7947.098,     0.021,     6.427,     0.000,     6.427,    17.170,
  8,  7,  7,    21.852,    21.849,  1647.005,  1646.944,   226.374,   226.371,     0.000,     0.000,    21.833,    21.837,     0.696,     0.696,   466.686,     1.000,    66.923,   173.830,     0.086,     1.235,  1206.808,     0.000,  7946.948,     0.018,     6.427,     0.000,     6.427,    17.170,
  8,  7,  8,    21.849,    21.847,  1646.944,  1646.884,   226.371,   226.368,     0.000,     0.000,    21.833,    21.836,     0.696,     0.696,   466.683,     1.000,    66.923,   173.835,     0.086,     1.235,  1206.817,     0.000,  7946.800,     0.016,     6.427,     0.000,     6.427,    17.170,
  8,  7,  9,    21.847,    21.845,  1646.884,  1646.823,   226.368,   226.365,     0.000,     0.000,    21.833,    21.836,     0.696,     0.696,   466.681,     1.000,    66.923,   173.839,     0.086,     1.235,  1206.825,     0.000,  7946.652,     0.013,     6.427,     0.000,     6.427,    17.170,
  8,  7, 10,    21.845,    21.843,  1646.823,  1646.758,   226.365,   226.363,     0.000,     0.000,    21.833,    21.836,     0.696,     0.696,   466.678,     1.000,    66.923,   173.842,     0.086,     1.235,  1206.832,     0.000,  7946.498,     0.011,     7.611,     0.000,     7.611,    17.170,
  8,  8,  1,    21.843,    21.842,  1646.758,  1646.697,   226.363,   226.361,     0.000,     0.000,    21.833,    21.835,     0.696,     0.696,   466.675,     1.000,    66.923,   173.845,     0.086,     1.235,  1206.838,     0.000,  7946.343,     0.010,     6.427,     0.000,     6.427,    17.170,
  8,  8,  2,    21.842,    21.840,  1646.697,  1646.637,   226.361,   226.360,     0.000,     0.000,    21.833,    21.835,     0.696,     0.696,   466.673,     1.000,    66.923,   173.848,     0.086,     1.235,  1206.843,     0.000,  7946.193,     0.008,     6.427,     0.000,     6.427,    17.170,
  8,  8,  3,    21.840,    21.839,  1646.637,  1646.576,   226.360,   226.359,     0.000,     0.000,    21.833,    21.835,     0.696,     0.696,   466.670,     1.000,    66.923,   173.850,     0.086,     1.235,  1206.847,     0.000,  7946.045,     0.007,     6.427,     0.000,     6.427,    17.170,
  8,  8,  4,    21.839,    21.838,  1646.576,  1646.516,   226.359,   226.357,     0.000,     0.000,    21.833,    21.834,     0.696,     0.696,   466.668,     1.000,    66.923,   173.852,     0.086,     1.235,  1206.850,     0.000,  7945.897,     0.006,     6.427,     0.000,     6.427,    17.170,
  8,  8,  5,    21.838,    21.838,  1646.516,  1646.456,   226.357,   226.357,     0.000,     0.000,    21.833,    21.834,     0.696,     0.696,   466.665,     1.000,    66.923,   173.853,     0.086,     1.235,  1206.853,     0.000,  7945.749,     0.005,     6.427,     0.000,     6.427,    17.170,
  8,  8,  6,    21.838,    21.837,  1646.456,  1646.395,   226.357,   226.356,     0.000,     0.000,    21.833,    21.834,     0.696,     0.696,   466.663,     1.000,    66.923,   173.855,     0.086,     1.235,  1206.856,     0.000,  7945.600,     0.004,     6.427,     0.000,     6.427,    17.170,
  8,  8,  7,    21.837,    21.837,  1646.395,  1646.335,   226.356,   226.355,     0.000,     0.000,    21.833,    21.834,     0.696,     0.696,   466.660,     1.000,    66.923,   173.856,     0.086,     1.235,  1206.858,     0.000,  7945.452,     0.004,     6.427,     0.000,     6.427,    17.170,
  8,  8,  8,    21.837,    21.836,  1646.335,  1646.274,   226.355,   226.354,     0.000,     0.000,    21.833,    21.834,     0.696,     0.696,   466.658,     1.000,    66.923,   173.856,     0.086,     1.235,  1206.859,     0.000,  7945.303,     0.003,     6.427,     0.000,     6.427,    17.170,
  8,  8,  9,    21.836,    21.836,  1646.274,  1646.214,   226.354,   226.354,     0.000,     0.000,    21.833,    21.834,     0.696,     0.696,   466.655,     1.000,    66.923,   173.857,     0.086,     1.235,  1206.861,     0.000,  7945.155,     0.003,     6.427,     0.000,     6.427,    17.170,
  8,  8, 10,    21.836,    21.835,  1646.214,  1646.153,   226.354,   226.354,     0.000,     0.000,    21.833,    21.834,     0.696,     0.696,   466.653,     1.000,    66.923,   173.858,     0.086,     1.235,  1206.862,     0.000,  7945.007,     0.002,     7.612,     0.000,     7.612,    17.170,
  9,  1,  1,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696,   366.771,     1.000,    66.923,    14.304,     0.013,     0.809,    39.767, 69604.344,     0.000,     0.000,     0.000,     0.274,     0.274,    17.170,
  9,  1,  2,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696,   366.748,     1.000,    66.923,    14.304,     0.013,     0.809,    39.767, 69607.000,     0.000,     0.000,     0.000,     0.274,     0.274,    17.170,
  9,  1,  3,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696,   366.726,     1.000,    66.923,    14.304,     0.013,     0.809,    39.767, 69609.453,     0.000,     0.000,     0.000,     0.274,     0.274,    17.170,
  9,  1,  4,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696,   366.705,     1.000,    66.923,    14.304,     0.013,     0.809,    39.767, 69611.742,     0.000,     0.000,     0.000,     0.274,     0.274,    17.170,
  9,  1,  5,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696,  2574.244,     6.627,    66.923,    14.304,     0.013,     0.809,    39.767, 69520.367,     9.567,     0.000,     0.000,     0.274,     0.274,    17.170,
  9,  1,  6,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696,  5893.788,     6.627,    66.923,    14.304,     0.013,     0.809,    39.767, 67096.695,   218.390,     0.000,     0.000,     0.274,     0.274,    17.170,
  9,  1,  7,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696, 11574.995,     6.627,    66.923,    14.304,     0.013,     0.809,    39.767, 62302.332,   593.765,     0.000,     0.000,     0.274,     0.274,    17.170,
  9,  1,  8,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696, 12184.055,     6.627,    66.923,    14.304,     0.013,     0.809,    39.767, 57371.578,  1106.681,     0.000,     0.000,     0.274,     0.274,    17.170,
  9,  1,  9,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696, 12068.723,     6.627,    66.923,    14.304,     0.013,     0.809,    39.767, 52434.969,  1612.824,     0.000,     0.000,     0.274,     0.274,    17.170,
  9,  1, 10,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696, 11664.163,     6.627,    66.923,    14.304,     0.013,     0.809,    39.767, 47509.102,  2116.523,     0.000,     0.000,     0.325,     0.325,    17.170,
  9,  2,  1,    43.119,    43.109,  1653.938,  1653.529,   359.207,   347.733,     0.647,     0.577,    21.833,    32.717,     0.696,     0.368, 11087.960,     6.627,    66.923,     0.000,     0.000,     0.000,   113.059, 42598.777,  2618.129,    55.081,     1.215,     0.335,     1.550,    17.170,
  9,  2,  2,    43.109,    43.100,  1653.529,  1653.167,   347.733,   336.312,     0.577,     0.507,    21.833,    32.667,     0.696,     0.369, 10387.931,     6.627,    66.923,     0.000,     0.000,     0.000,   126.116, 37708.117,  3117.482,    54.824,     1.355,     0.326,     1.682,    17.170,
  9,  2,  3,    43.100,    43.092,  1653.167,  1652.854,   336.312,   324.959,     0.507,     0.437,    21.833,    32.603,     0.696,     0.370,  9587.954,     6.627,    66.923,     0.000,     0.000,     0.000,   142.509, 32849.891,  3613.373,    54.500,     1.513,     0.316,     1.829,    17.170,
  9,  2,  4,    43.092,    43.085,  1652.854,  1652.589,   324.959,   313.692,     0.437,     0.368,    21.833,    32.520,     0.696,     0.372,  8696.261,     6.627,    66.923,     0.000,     0.000,     0.000,   163.671, 28018.676,  4106.400,    54.085,     1.693,     0.304,     1.998,    17.170,
  9,  2,  5,    43.085,    43.080,  1652.589,  1652.371,   313.692,   302.539,     0.368,     0.299,    21.833,    32.412,     0.696,     0.374,  7716.435,     6.627,    66.923,     0.000,     0.000,     0.000,   191.976, 23229.959,  4595.028,    53.536,     1.907,     0.291,     2.198,    17.170,
  9,  2,  6,    43.080,    43.075,  1652.371,  1652.194,   302.539,   291.544,     0.299,     0.232,    21.833,    32.263,     0.696,     0.378,  6645.133,     6.627,    66.923,     0.000,     0.000,     0.000,   231.641, 18498.934,  5077.733,    52.780,     2.170,     0.274,     2.444,    17.170,
  9,  2,  7,    43.075,    43.072,  1652.194,  1652.056,   291.544,   280.782,     0.232,     0.166,    21.833,    32.042,     0.696,     0.382,  5472.546,     6.627,    66.923,     0.000,     0.000,     0.000,   290.863, 13851.120,  5551.930,    51.661,     2.507,     0.252,     2.759,    17.170,
  9,  2,  8,    43.072,    43.069,  1652.056,  1651.949,   280.782,   270.405,     0.166,     0.102,    21.833,    31.677,     0.696,     0.390,  4180.340,     6.627,    66.923,     0.000,     0.000,     0.000,   387.567,  9335.509,  6012.639,    49.816,     2.965,     0.222,     3.188,    17.170,
  9,  2,  9,    43.069,    43.067,  1651.949,  1651.864,   270.405,   260.463,     0.102,     0.041,    21.833,    31.263,     0.696,     0.400,  3242.260,     6.627,    66.923,     0.000,     0.000,     0.000,   572.775,  4993.293,  6455.663,    47.722,     3.650,     0.178,     3.828,    17.170,
  9,  2, 10,    43.067,    41.795,  1651.864,  1651.809,   260.463,   252.026,     0.041,     0.000,    21.833,    29.837,     0.696,     0.434,   426.583,     1.000,    66.923,    68.289,     0.038,     0.675,   909.079,     0.000,  7109.565,    40.502,   -71.078,     5.014,   -66.064,    17.170,
  9,  3,  1,    41.795,    38.924,  1651.809,  1651.755,   252.026,   248.185,     0.000,     0.000,    21.833,    25.476,     0.696,     0.559,   426.581,     1.000,    66.923,   139.156,     0.077,     1.339,  1127.776,     0.000,  7109.445,    18.436,     6.424,     0.000,     6.424,    17.170,
